Attack_Type,EER_%
A28,29.54381558165985
A18,13.946970466722497
A30,11.566922876137529
A17,9.543616019026835
A19,6.7517375007211164
A31,6.644670947248938
A25,6.122745054487743
A24,6.111948154843632
A32,5.821082068691407
A22,5.6460701750682345
A23,5.618305193599526
A29,5.530080057816455
A27,5.516663242074054
A26,5.259129961998798
A20,5.251774381987217
A21,5.105063971779133
