FPR,TPR,Threshold
0.0,0.0,inf
7.056665020111496e-05,0.021585797063887295,1.0
7.056665020111496e-05,0.0216043097543366,0.9999950470529965
7.056665020111496e-05,0.021641335135235203,0.9999947340705634
7.056665020111496e-05,0.021696873206583114,0.9999932111337407
7.056665020111496e-05,0.021733898587481718,0.9999914383561646
7.056665020111496e-05,0.021882000111076143,0.9997101449275363
7.056665020111496e-05,0.022011588944221262,0.9995238095238096
7.056665020111496e-05,0.022566969657700355,0.9994444444444446
7.056665020111496e-05,0.02265953310994687,0.9994444444444444
7.056665020111496e-05,0.02267804580039617,0.9993939393939394
7.056665020111496e-05,0.0228631727048892,0.9993333333333334
7.056665020111496e-05,0.022881685395338504,0.9992857142857142
7.056665020111496e-05,0.023270451894773867,0.9991666666666666
7.056665020111496e-05,0.02328896458522317,0.9990476190476191
7.056665020111496e-05,0.023714756465557138,0.9988888888888889
7.056665020111496e-05,0.0241035229649925,0.9988888888888887
0.0001411333004022299,0.0241035229649925,0.9988247863247863
0.0001411333004022299,0.02414054834589111,0.99875
0.0001411333004022299,0.02445526408352926,0.9986666666666667
0.0001411333004022299,0.02447377677397856,0.9986111111111112
0.0001411333004022299,0.02451080215487717,0.9985714285714286
0.0001411333004022299,0.024566340226225076,0.9983333333333335
0.0001411333004022299,0.02860210674417313,0.9983333333333333
0.0001411333004022299,0.028620619434622435,0.9983247716894978
0.0001411333004022299,0.02865764481552104,0.9983137254901961
0.0001411333004022299,0.028676157505970343,0.998302114052014
0.0001411333004022299,0.02871318288686895,0.9982222222222223
0.0001411333004022299,0.02873169557731825,0.9981481481481482
0.0001411333004022299,0.028768720958216858,0.9980952380952381
0.0001411333004022299,0.02878723364866616,0.9980555555555556
0.0001411333004022299,0.02934261436214525,0.9979999999999999
0.0001411333004022299,0.02939815243349316,0.9977976190476191
0.0001411333004022299,0.029879482385175037,0.9977777777777779
0.0001411333004022299,0.03069404076494437,0.9977777777777778
0.0001411333004022299,0.030731066145842974,0.9977658652804852
0.0001411333004022299,0.030842142288538793,0.9976666666666667
0.0001411333004022299,0.0308791676694374,0.9976253968253969
0.0001411333004022299,0.03095321843123461,0.9976190476190476
0.0001411333004022299,0.03099024381213322,0.9975555555555555
0.0001411333004022299,0.03165670066830813,0.9975
0.0001411333004022299,0.031712238739656035,0.9974603174603175
0.0001411333004022299,0.03174926412055464,0.9974444444444445
0.0001411333004022299,0.03217505600088861,0.9973333333333333
0.0001411333004022299,0.032212081381787216,0.9973015873015874
0.0001411333004022299,0.03223059407223652,0.9972727272727273
0.0001411333004022299,0.032397208286280246,0.9972222222222222
0.0001411333004022299,0.0333783808800933,0.9972222222222221
0.0001411333004022299,0.03341540626099191,0.997142857142857
0.0001411333004022299,0.033526482403687725,0.9970833333333333
0.0001411333004022299,0.03354499509413703,0.9970694173816931
0.0001411333004022299,0.03365607123683285,0.9970370370370369
0.0001411333004022299,0.033711609308180755,0.9969977231329691
0.0001411333004022299,0.03378566006997797,0.9969444444444444
0.0001411333004022299,0.03380417276042727,0.9969047619047618
0.0001411333004022299,0.03384119814132588,0.9968888888888888
0.0001411333004022299,0.033970786974471,0.9966666666666668
0.0001411333004022299,0.04083899513116241,0.9966666666666667
0.0001411333004022299,0.040913045892959625,0.99666140073723
0.0001411333004022299,0.04095007127385823,0.9966598778004074
0.0001411333004022299,0.04100560934520614,0.9966581050228311
0.0001411333004022299,0.04104263472610475,0.9966470588235294
0.0001411333004022299,0.04115371086880056,0.9963636363636362
0.0001411333004022299,0.04132032508284429,0.9963333333333333
0.0001411333004022299,0.04141288853509081,0.9961964434896765
0.0001411333004022299,0.04154247736823593,0.9961904761904763
0.0001411333004022299,0.04161652813003314,0.9961666666666668
0.0001411333004022299,0.04206083270081641,0.9961111111111113
0.0001411333004022299,0.04243108650980247,0.9961111111111111
0.0001411333004022299,0.04246811189070108,0.9960980902777777
0.0001411333004022299,0.0426162134142955,0.996
0.0001411333004022299,0.0426347261047448,0.9959999999999999
0.0001411333004022299,0.04269026417609271,0.9959523809523809
0.0001411333004022299,0.04278282762833922,0.9958585858585859
0.00021169995060334485,0.0432086195086732,0.9958333333333333
0.00021169995060334485,0.043245644889571805,0.9958095238095238
0.00021169995060334485,0.04339374641316623,0.9957142857142858
0.00021169995060334485,0.04341225910361553,0.9956746031746032
0.00021169995060334485,0.04356036062720995,0.9956666666666666
0.00021169995060334485,0.04359738600810856,0.9956140350877193
