FPR,TPR,Threshold
0.08263970044599203,0.9156946536723337,0.871
0.08263970044599203,0.9157745872659636,0.8706
0.08268740012878914,0.9157868847419067,0.87
0.0827112499701877,0.9158114796937928,0.8696
0.08273509981158625,0.9158483721216221,0.869
0.08273509981158625,0.9158852645494512,0.8687
0.08278279949438336,0.9159160082393089,0.868
0.08283049917718047,0.9159344544532235,0.8677
0.08287819885997758,0.9159590494051096,0.867
0.08290204870137613,0.9160205367848249,0.8667
0.08294974838417324,0.9160943216404833,0.8657
0.08294974838417324,0.9161312140683124,0.865
0.08294974838417324,0.9161865527100562,0.8647
0.08294974838417324,0.9162172963999139,0.8643
0.08294974838417324,0.916229593875857,0.864
0.0829735982255718,0.9162910812555723,0.8633
0.0829735982255718,0.9163525686352876,0.863
0.0829735982255718,0.9163956098010884,0.8623
0.08302129790836892,0.9164202047529745,0.862
0.08302129790836892,0.916438650966889,0.8613
0.08302129790836892,0.9164755433947183,0.861
0.08304514774976747,0.9165677744642912,0.8604
0.08304514774976747,0.9166046668921204,0.86
0.08304514774976747,0.9166354105819781,0.8594
0.08304514774976747,0.9166723030098073,0.859
0.08306899759116602,0.9166968979616934,0.8584
0.08311669727396313,0.9167214929135795,0.858
0.08314054711536169,0.9167522366034372,0.8574
0.0831882467981588,0.916807575245181,0.857
0.0832359464809559,0.9168567651489532,0.8564
0.08328364616375301,0.9169182525286685,0.856
0.08328364616375301,0.9169674424324408,0.8555
0.08328364616375301,0.9169981861222984,0.855
0.08333134584655012,0.9170535247640422,0.8545
0.08333134584655012,0.9170904171918713,0.854
0.08340289537074579,0.9171334583576721,0.8535
0.08340289537074579,0.9171764995234728,0.853
0.0834505950535429,0.9172318381652166,0.8525
0.08347444489494145,0.9173117717588465,0.852
0.08347444489494145,0.9173732591385618,0.8516
0.08354599441913711,0.9174408952562486,0.851
0.08359369410193422,0.9175515725397362,0.85
0.08359369410193422,0.9176130599194515,0.8496
0.08364139378473133,0.9176315061333661,0.849
0.08364139378473133,0.9176622498232238,0.8486
0.08366524362612988,0.9177298859409107,0.848
0.083712943308927,0.9177606296307683,0.8477
0.083712943308927,0.917791373320626,0.847
0.08373679315032555,0.9178528607003412,0.8467
0.0837606429917241,0.9178836043901989,0.846
0.08378449283312266,0.9179266455559997,0.8457
0.08378449283312266,0.9179758354597719,0.845
0.08380834267452121,0.9180311741015157,0.8447
0.08380834267452121,0.9180680665293448,0.844
0.08380834267452121,0.9180988102192025,0.8438
0.08380834267452121,0.9181111076951456,0.8433
