Attack_Type,EER_%
A23,59.04436928927736
A24,58.25323808047158
A28,54.36596563552749
A18,52.450185098962045
A29,49.787238384341485
A21,48.6996307610918
A31,46.855314750590445
A17,46.03217117998057
A30,45.813412042171976
A22,44.640768705761445
A19,41.045890021899986
A25,40.32829775350116
A32,38.75680121599235
A20,36.97307635708561
A26,28.727165909411244
A27,28.641385922146256
